whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P0A9C3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	346	Escherichia coli (strain K12)	83333	38190	0		4 out of 5	Evidence at protein level	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase) (Type-1 mutarotase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9C5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	469	Escherichia coli (strain K12)	83333	51904	0		5 out of 5	Evidence at protein level	Glutamine synthetase (EC 6.3.1.2) (Glutamate--ammonia ligase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9C9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	336	Escherichia coli (strain K12)	83333	35852	0		5 out of 5	Evidence at protein level	Fructose-1,6-bisphosphatase 1 class 2 (FBPase 1 class 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1 class 2)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9D2	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	201	Escherichia coli (strain K12)	83333	22868	0		5 out of 5	Evidence at protein level	Glutathione S-transferase GstA (EC 2.5.1.18) (GST B1-1)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9D4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	273	Escherichia coli (strain K12)	83333	29317	0		4 out of 5	Evidence at protein level	Serine acetyltransferase (SAT) (EC 2.3.1.30)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9D8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	274	Escherichia coli (strain K12)	83333	29892	0		4 out of 5	Evidence at protein level	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9E0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	292	Escherichia coli (strain K12)	83333	33384	0		4 out of 5	Evidence at protein level	Arabinose operon regulatory protein	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9E2	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	107	Escherichia coli (strain K12)	83333	12911	0		3 out of 5	Evidence at protein level	Regulatory protein SoxS	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9E5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	250	Escherichia coli (strain K12)	83333	27967	0		5 out of 5	Evidence at protein level	Fumarate and nitrate reduction regulatory protein	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9E9	1	1	0	0	0	0	0	0	0	0	reviewed	219	Escherichia coli (strain K12)	83333	25294	0		3 out of 5	Evidence at protein level	Regulatory protein YeiL	SwissProt_not_IMEX	0	0	0	not in IMEx
P0A9F1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	155	Escherichia coli (strain K12)	83333	17640	0		4 out of 5	Evidence at protein level	Transcriptional regulator MntR (Manganese transport regulator)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9F3	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	324	Escherichia coli (strain K12)	83333	36150	0		3 out of 5	Inferred from homology	HTH-type transcriptional regulator CysB (Cys regulon transcriptional activator)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9F6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	305	Escherichia coli (strain K12)	83333	34402	0		3 out of 5	Evidence at protein level	Glycine cleavage system transcriptional activator (Gcv operon activator)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9F9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	317	Escherichia coli (strain K12)	83333	35629	0		3 out of 5	Evidence at protein level	HTH-type transcriptional regulator MetR	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9G2	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	301	Escherichia coli (strain K12)	83333	34284	0		3 out of 5	Evidence at protein level	Transcriptional activator protein NhaR (Na(+)/H(+) antiporter regulatory protein)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9G4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	135	Escherichia coli (strain K12)	83333	15235	0		5 out of 5	Evidence at protein level	HTH-type transcriptional regulator CueR (Copper efflux regulator) (Copper export regulator)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9G6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	434	Escherichia coli (strain K12)	83333	47522	0		5 out of 5	Evidence at protein level	Isocitrate lyase (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9G8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	262	Escherichia coli (strain K12)	83333	28281	0		5 out of 5	Evidence at protein level	Transcriptional regulator ModE	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9H1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	168	Escherichia coli (strain K12)	83333	18673	0		4 out of 5	Evidence at protein level	G/U mismatch-specific DNA glycosylase (EC 3.2.2.28) (Double-strand-specific uracil glycosylase) (Mismatch-specific uracil DNA-glycosylase) (MUG)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9H3	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	715	Escherichia coli (strain K12)	83333	81260	0		5 out of 5	Evidence at protein level	Lysine decarboxylase, inducible (LDC) (EC 4.1.1.18)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P0A9H5	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	196	Escherichia coli (strain K12)	83333	21999	0		3 out of 5	Inferred from homology	Cob(I)yrinic acid a,c-diamide adenosyltransferase (EC 2.5.1.17) (Cob(I)alamin adenosyltransferase) (Corrinoid adenosyltransferase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9H7	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	382	Escherichia coli (strain K12)	83333	43909	0		4 out of 5	Evidence at protein level	Cyclopropane-fatty-acyl-phospholipid synthase (CFA synthase) (Cyclopropane fatty acid synthase) (EC 2.1.1.79)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9H9	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	214	Escherichia coli (strain K12)	83333	23976	0		5 out of 5	Evidence at protein level	Protein phosphatase CheZ (EC 3.1.3.-) (Chemotaxis protein CheZ)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9I1	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	302	Escherichia coli (strain K12)	83333	33110	0		4 out of 5	Evidence at transcript level	Citrate lyase subunit beta (Citrase beta chain) (EC 4.1.3.6) (Citrate (pro-3S)-lyase subunit beta) (Citryl-CoA lyase subunit) (EC 4.1.3.34)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9I3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	190	Escherichia coli (strain K12)	83333	20769	0		3 out of 5	Evidence at protein level	Glycine cleavage system transcriptional repressor (Gcv operon repressor)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9I5	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	87	Escherichia coli (strain K12)	83333	9469	0		3 out of 5	Evidence at protein level	Protein NapD	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9I8	1	1	0	0	0	0	0	0	0	0	reviewed	108	Escherichia coli (strain K12)	83333	12284	0		4 out of 5	Evidence at protein level	Nitrite reductase (NADH) small subunit (EC 1.7.1.15)	SwissProt_not_IMEX	0	0	0	not in IMEx
P0A9J0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	489	Escherichia coli (strain K12)	83333	55364	0		4 out of 5	Evidence at protein level	Ribonuclease G (RNase G) (EC 3.1.26.-) (Cytoplasmic axial filament protein)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9J4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	303	Escherichia coli (strain K12)	83333	33871	0		5 out of 5	Evidence at protein level	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase) (KPA reductase) (KPR)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9J6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	309	Escherichia coli (strain K12)	83333	32291	0		5 out of 5	Evidence at protein level	Ribokinase (RK) (EC 2.7.1.15)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9J8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	386	Escherichia coli (strain K12)	83333	43111	0		5 out of 5	Evidence at protein level	P-protein [Includes: Chorismate mutase (CM) (EC 5.4.99.5); Prephenate dehydratase (PDT) (EC 4.2.1.51)]	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9K1	1	1	0	0	0	0	0	0	0	0	reviewed	354	Escherichia coli (strain K12)	83333	39265	0		2 out of 5	Evidence at protein level	Protein PhoH (Phosphate starvation-inducible protein PsiH)	SwissProt_not_IMEX	0	0	0	not in IMEx
P0A9K3	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	346	Escherichia coli (strain K12)	83333	39039	0		2 out of 5	Inferred from homology	PhoH-like protein	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P0A9K7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	241	Escherichia coli (strain K12)	83333	27417	0		5 out of 5	Evidence at protein level	Phosphate-specific transport system accessory protein PhoU (Pst system accessory protein PhoU) (Negative regulator of Pho regulon)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9K9	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	196	Escherichia coli (strain K12)	83333	20853	0		5 out of 5	Evidence at protein level	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Histidine-rich protein) (Metallochaperone SlyD) (Rotamase) (Sensitivity to lysis protein D) (WHP)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P0A9L3	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	206	Escherichia coli (strain K12)	83333	22216	0		5 out of 5	Evidence at protein level	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase (FKBP22) (PPIase) (EC 5.2.1.8) (Rotamase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9L5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	93	Escherichia coli (strain K12)	83333	10232	0		4 out of 5	Evidence at protein level	Peptidyl-prolyl cis-trans isomerase C (PPIase C) (EC 5.2.1.8) (Par10) (Parvulin) (Rotamase C)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9L8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	269	Escherichia coli (strain K12)	83333	28145	0		4 out of 5	Evidence at protein level	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9M0	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	784	Escherichia coli (strain K12)	83333	87438	0		5 out of 5	Evidence at protein level	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9M2	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	178	Escherichia coli (strain K12)	83333	20115	0		5 out of 5	Evidence at protein level	Hypoxanthine phosphoribosyltransferase (HPRT) (EC 2.4.2.8)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9M5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	152	Escherichia coli (strain K12)	83333	16971	0		5 out of 5	Evidence at protein level	Xanthine phosphoribosyltransferase (EC 2.4.2.22) (Xanthine-guanine phosphoribosyltransferase) (XGPRT)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9M8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	714	Escherichia coli (strain K12)	83333	77172	0		5 out of 5	Evidence at protein level	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9N0	1	1	0	0	0	0	0	0	0	0	reviewed	90	Escherichia coli (strain K12)	83333	9810	0		4 out of 5	Evidence at protein level	Phosphocarrier protein NPr (EC 2.7.11.-) (Nitrogen-related HPr)	SwissProt_not_IMEX	0	0	0	not in IMEx
P0A9N4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	246	Escherichia coli (strain K12)	83333	28204	0		5 out of 5	Evidence at protein level	Pyruvate formate-lyase 1-activating enzyme (EC 1.97.1.4) (Formate-C-acetyltransferase-activating enzyme 1) (PFL-activating enzyme 1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9N8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	154	Escherichia coli (strain K12)	83333	17446	0		5 out of 5	Evidence at transcript level	Anaerobic ribonucleoside-triphosphate reductase-activating protein (EC 1.97.1.-) (Class III anaerobic ribonucleotide reductase small component)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9P0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	474	Escherichia coli (strain K12)	83333	50688	0		5 out of 5	Evidence at protein level	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of pyruvate and 2-oxoglutarate dehydrogenases complexes) (Glycine cleavage system L protein)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9P4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	321	Escherichia coli (strain K12)	83333	34623	0		5 out of 5	Evidence at protein level	Thioredoxin reductase (TRXR) (EC 1.8.1.9)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9P6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	629	Escherichia coli (strain K12)	83333	70546	0		5 out of 5	Evidence at protein level	ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A) (Translation factor W2)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9P9	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	254	Escherichia coli (strain K12)	83333	27563	0		3 out of 5	Inferred from homology	Gluconate 5-dehydrogenase (EC 1.1.1.69) (5-keto-D-gluconate 5-reductase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9Q1	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	238	Escherichia coli (strain K12)	83333	27292	0		5 out of 5	Evidence at protein level	Aerobic respiration control protein ArcA (Dye resistance protein)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9Q5	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	304	Escherichia coli (strain K12)	83333	33322	0		5 out of 5	Evidence at protein level	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 6.4.1.2)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9Q7	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	891	Escherichia coli (strain K12)	83333	96127	0		5 out of 5	Evidence at protein level	Aldehyde-alcohol dehydrogenase [Includes: Alcohol dehydrogenase (ADH) (EC 1.1.1.1); Acetaldehyde dehydrogenase [acetylating] (ACDH) (EC 1.2.1.10); Pyruvate-formate-lyase deactivase (PFL deactivase)]	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P0A9Q9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	367	Escherichia coli (strain K12)	83333	40018	0		5 out of 5	Evidence at protein level	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9R2	1	1	0	0	0	0	0	0	0	1	reviewed	71	Escherichia coli (strain K12)	83333	7778	0		2 out of 5	Inferred from homology	Prophage lysis protein S homolog EssD (Lysis protein S homolog from lambdoid prophage DLP12)	SwissProt_not_IMEX	0	0	0	not in IMEx
P0A9R4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	111	Escherichia coli (strain K12)	83333	12331	0		4 out of 5	Evidence at protein level	2Fe-2S ferredoxin	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9R7	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	222	Escherichia coli (strain K12)	83333	24439	0		5 out of 5	Evidence at protein level	Cell division ATP-binding protein FtsE	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P0A9S1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	382	Escherichia coli (strain K12)	83333	40513	0		5 out of 5	Evidence at protein level	Lactaldehyde reductase (EC 1.1.1.77) (Propanediol oxidoreductase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9S3	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	346	Escherichia coli (strain K12)	83333	37390	0		4 out of 5	Evidence at protein level	Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9S5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	367	Escherichia coli (strain K12)	83333	38712	0		5 out of 5	Evidence at protein level	Glycerol dehydrogenase (GDH) (GLDH) (EC 1.1.1.6)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9S7	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	255	Escherichia coli (strain K12)	83333	28427	0		3 out of 5	Inferred from homology	High-affinity branched-chain amino acid transport ATP-binding protein LivG (LIV-I protein G)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9T0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	410	Escherichia coli (strain K12)	83333	44176	0		5 out of 5	Evidence at protein level	D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9T4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	346	Escherichia coli (strain K12)	83333	38500	0		3 out of 5	Evidence at protein level	Protein tas	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9T6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	113	Escherichia coli (strain K12)	83333	13171	0		2 out of 5	Evidence at protein level	Uncharacterized HTH-type transcriptional regulator YbaQ	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9T8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	228	Escherichia coli (strain K12)	83333	24533	0		2 out of 5	Inferred from homology	Uncharacterized ABC transporter ATP-binding protein YbbA	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9U1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	578	Escherichia coli (strain K12)	83333	63132	0		2 out of 5	Evidence at protein level	Uncharacterized ABC transporter ATP-binding protein YbhF	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9U3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	530	Escherichia coli (strain K12)	83333	59858	0		2 out of 5	Evidence at protein level	Uncharacterized ABC transporter ATP-binding protein YbiT	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9U6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	185	Escherichia coli (strain K12)	83333	20092	0		3 out of 5	Evidence at protein level	HTH-type transcriptional regulator PuuR	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9U8	1	1	0	0	0	0	0	0	0	1	reviewed	383	Escherichia coli (strain K12)	83333	43002	0		3 out of 5	Inferred from homology	Probable acyl-CoA dehydrogenase YdiO (EC 1.3.-.-)	SwissProt_not_IMEX	0	0	0	not in IMEx
P0A9V1	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	241	Escherichia coli (strain K12)	83333	26801	0		5 out of 5	Evidence at protein level	Lipopolysaccharide export system ATP-binding protein LptB (EC 3.6.3.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9V5	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	96	Escherichia coli (strain K12)	83333	11033	0		2 out of 5	Inferred from homology	Uncharacterized HTH-type transcriptional regulator YiaG	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9V8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	298	Escherichia coli (strain K12)	83333	31158	0		4 out of 5	Evidence at protein level	3-sulfolactaldehyde reductase (SLA reductase) (EC 1.1.1.373)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9W0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	251	Escherichia coli (strain K12)	83333	27602	0		3 out of 5	Evidence at protein level	HTH-type transcriptional regulator UlaR	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9W3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	555	Escherichia coli (strain K12)	83333	62443	0		5 out of 5	Evidence at protein level	Energy-dependent translational throttle protein EttA (Translational regulatory factor EttA)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0A9W6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	84	Escherichia coli (strain K12)	83333	9452	0		3 out of 5	Evidence at protein level	Acid stress protein IbaG	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0A9W9	1	1	0	0	0	0	0	0	0	0	reviewed	184	Escherichia coli (strain K12)	83333	20245	0		2 out of 5	Evidence at protein level	Protein YrdA	SwissProt_not_IMEX	0	0	0	not in IMEx
P0A9X1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	251	Escherichia coli (strain K12)	83333	27867	0		3 out of 5	Evidence at protein level	Zinc import ATP-binding protein ZnuC (EC 3.6.3.-)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P0A9X4	1	1	uniprotkb	83333	1	1	1	0	1	0	reviewed	347	Escherichia coli (strain K12)	83333	36952	0		5 out of 5	Evidence at protein level	Rod shape-determining protein MreB	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9X9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	70	Escherichia coli (strain K12)	83333	7403	0		5 out of 5	Evidence at protein level	Cold shock protein CspA (CSP-A) (7.4 kDa cold shock protein) (CS7.4)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9Y6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	69	Escherichia coli (strain K12)	83333	7402	0		4 out of 5	Evidence at protein level	Cold shock-like protein CspC (CSP-C)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0A9Z1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	112	Escherichia coli (strain K12)	83333	12425	0		5 out of 5	Evidence at protein level	Nitrogen regulatory protein P-II 1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0AA04	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	85	Escherichia coli (strain K12)	83333	9119	0		5 out of 5	Evidence at protein level	Phosphocarrier protein HPr (EC 2.7.11.-) (Histidine-containing protein)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0AA10	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	142	Escherichia coli (strain K12)	83333	16019	0		4 out of 5	Evidence at protein level	50S ribosomal protein L13	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0AA16	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	239	Escherichia coli (strain K12)	83333	27354	0		4 out of 5	Evidence at protein level	Transcriptional regulatory protein OmpR	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0AA25	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	109	Escherichia coli (strain K12)	83333	11807	0		5 out of 5	Evidence at protein level	Thioredoxin-1 (Trx-1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P0AA31	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	77	Escherichia coli (strain K12)	83333	8639	0		1 out of 5	Evidence at protein level	UPF0033 protein YedF	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P0AA37	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	219	Escherichia coli (strain K12)	83333	24861	0		5 out of 5	Evidence at protein level	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P0AA39	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	319	Escherichia coli (strain K12)	83333	36027	0		4 out of 5	Evidence at protein level	Ribosomal large subunit pseudouridine synthase C (EC 5.4.99.24) (23S rRNA pseudouridine(955/2504/2580) synthase) (rRNA pseudouridylate synthase C) (rRNA-uridine isomerase C)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
