whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx
P0A9Q5	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	304	Escherichia coli (strain K12)	83333	33322	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9Q7	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	891	Escherichia coli (strain K12)	83333	96127	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9Q9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	367	Escherichia coli (strain K12)	83333	40018	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9R2	1	1	0	0	0	0	0	0	0	1	reviewed	71	Escherichia coli (strain K12)	83333	7778	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P0A9R4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	111	Escherichia coli (strain K12)	83333	12331	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9R7	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	222	Escherichia coli (strain K12)	83333	24439	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9S1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	382	Escherichia coli (strain K12)	83333	40513	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9S3	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	346	Escherichia coli (strain K12)	83333	37390	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9S5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	367	Escherichia coli (strain K12)	83333	38712	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9S7	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	255	Escherichia coli (strain K12)	83333	28427	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P0A9T0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	410	Escherichia coli (strain K12)	83333	44176	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9T4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	346	Escherichia coli (strain K12)	83333	38500	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9T6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	113	Escherichia coli (strain K12)	83333	13171	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9T8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	228	Escherichia coli (strain K12)	83333	24533	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P0A9U1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	578	Escherichia coli (strain K12)	83333	63132	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9U3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	530	Escherichia coli (strain K12)	83333	59858	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9U6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	185	Escherichia coli (strain K12)	83333	20092	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9U8	1	1	0	0	0	0	0	0	0	1	reviewed	383	Escherichia coli (strain K12)	83333	43002	NA	NA	3 out of 5	Inferred from homology	SwissProt_not_IMEX
P0A9V1	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	241	Escherichia coli (strain K12)	83333	26801	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9V5	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	96	Escherichia coli (strain K12)	83333	11033	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P0A9V8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	298	Escherichia coli (strain K12)	83333	31158	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9W0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	251	Escherichia coli (strain K12)	83333	27602	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9W3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	555	Escherichia coli (strain K12)	83333	62443	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9W6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	84	Escherichia coli (strain K12)	83333	9452	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9W9	1	1	0	0	0	0	0	0	0	0	reviewed	184	Escherichia coli (strain K12)	83333	20245	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0A9X1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	251	Escherichia coli (strain K12)	83333	27867	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9X4	1	1	uniprotkb	83333	1	1	1	0	1	0	reviewed	347	Escherichia coli (strain K12)	83333	36952	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9X9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	70	Escherichia coli (strain K12)	83333	7403	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9Y6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	69	Escherichia coli (strain K12)	83333	7402	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0A9Z1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	112	Escherichia coli (strain K12)	83333	12425	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA04	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	85	Escherichia coli (strain K12)	83333	9119	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA10	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	142	Escherichia coli (strain K12)	83333	16019	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA16	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	239	Escherichia coli (strain K12)	83333	27354	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA25	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	109	Escherichia coli (strain K12)	83333	11807	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA31	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	77	Escherichia coli (strain K12)	83333	8639	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA37	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	219	Escherichia coli (strain K12)	83333	24861	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA39	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	319	Escherichia coli (strain K12)	83333	36027	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA41	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	260	Escherichia coli (strain K12)	83333	29666	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA43	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	231	Escherichia coli (strain K12)	83333	25865	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA47	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	452	Escherichia coli (strain K12)	83333	49538	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA49	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	314	Escherichia coli (strain K12)	83333	33616	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AA53	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	305	Escherichia coli (strain K12)	83333	33743	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA57	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	124	Escherichia coli (strain K12)	83333	13410	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA60	1	1	0	0	0	0	0	0	0	0	reviewed	219	Escherichia coli (strain K12)	83333	24134	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA63	1	1	0	0	0	0	0	0	0	0	reviewed	220	Escherichia coli (strain K12)	83333	24585	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA67	1	1	0	0	0	0	0	0	0	0	reviewed	295	Escherichia coli (strain K12)	83333	31168	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA70	1	1	0	0	0	0	0	0	0	0	reviewed	306	Escherichia coli (strain K12)	83333	32194	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA73	1	1	0	0	0	0	0	0	0	0	reviewed	321	Escherichia coli (strain K12)	83333	34963	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA76	1	1	0	0	0	0	0	0	0	0	reviewed	430	Escherichia coli (strain K12)	83333	47077	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA78	1	1	0	0	0	0	0	0	0	0	reviewed	432	Escherichia coli (strain K12)	83333	46892	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA80	1	1	0	0	0	0	0	0	0	0	reviewed	444	Escherichia coli (strain K12)	83333	49009	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA82	1	1	0	0	0	0	0	0	0	0	reviewed	419	Escherichia coli (strain K12)	83333	43650	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA84	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	413	Escherichia coli (strain K12)	83333	47634	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA86	1	1	0	0	0	0	0	0	0	0	reviewed	185	Escherichia coli (strain K12)	83333	20809	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA89	1	1	0	0	0	0	0	0	0	0	reviewed	460	Escherichia coli (strain K12)	83333	53178	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA91	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	193	Escherichia coli (strain K12)	83333	20921	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AA93	1	1	0	0	0	0	0	0	0	0	reviewed	565	Escherichia coli (strain K12)	83333	62657	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AA95	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	115	Escherichia coli (strain K12)	83333	12854	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AA97	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	181	Escherichia coli (strain K12)	83333	20877	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AA99	1	1	0	0	0	0	0	0	0	1	reviewed	246	Escherichia coli (strain K12)	83333	28021	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P0AAA1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	204	Escherichia coli (strain K12)	83333	22967	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAA3	1	1	0	0	0	0	0	0	0	1	reviewed	195	Escherichia coli (strain K12)	83333	20111	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P0AAA5	1	1	0	0	0	0	0	0	0	1	reviewed	76	Escherichia coli (strain K12)	83333	8727	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_not_IMEX
P0AAA7	1	1	0	0	0	0	0	0	0	0	reviewed	416	Escherichia coli (strain K12)	83333	44960	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAA9	1	1	0	0	0	0	0	0	0	0	reviewed	141	Escherichia coli (strain K12)	83333	15199	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAB2	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	147	Escherichia coli (strain K12)	83333	16709	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAB4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	497	Escherichia coli (strain K12)	83333	55604	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAB6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	297	Escherichia coli (strain K12)	83333	32829	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAB8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	142	Escherichia coli (strain K12)	83333	16293	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P0AAC0	1	1	uniprotkb	83333	0	1	0	0	1	0	reviewed	316	Escherichia coli (strain K12)	83333	35707	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAC4	1	1	0	0	0	0	0	0	0	0	reviewed	234	Escherichia coli (strain K12)	83333	25902	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAC6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	219	Escherichia coli (strain K12)	83333	23363	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAC8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	107	Escherichia coli (strain K12)	83333	11556	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAD2	1	1	0	0	0	0	0	0	0	0	reviewed	414	Escherichia coli (strain K12)	83333	44333	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAD4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	403	Escherichia coli (strain K12)	83333	42819	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAD6	1	1	0	0	0	0	0	0	0	0	reviewed	429	Escherichia coli (strain K12)	83333	46906	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAD8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	443	Escherichia coli (strain K12)	83333	48879	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAE0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	470	Escherichia coli (strain K12)	83333	51660	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAE2	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	457	Escherichia coli (strain K12)	83333	50216	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAE5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	460	Escherichia coli (strain K12)	83333	49501	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAE8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	444	Escherichia coli (strain K12)	83333	46665	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P0AAF1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	439	Escherichia coli (strain K12)	83333	46495	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAF3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	504	Escherichia coli (strain K12)	83333	55018	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAF6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	242	Escherichia coli (strain K12)	83333	27022	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAG0	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	327	Escherichia coli (strain K12)	83333	35844	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AAG3	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	241	Escherichia coli (strain K12)	83333	26661	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AAG5	1	1	0	0	0	0	0	0	0	0	reviewed	593	Escherichia coli (strain K12)	83333	65222	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAG8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	506	Escherichia coli (strain K12)	83333	56415	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAH0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	257	Escherichia coli (strain K12)	83333	29027	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAH4	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	330	Escherichia coli (strain K12)	83333	37661	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AAH8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	268	Escherichia coli (strain K12)	83333	30571	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAI1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	255	Escherichia coli (strain K12)	83333	27738	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAI3	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	644	Escherichia coli (strain K12)	83333	70708	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAI5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	413	Escherichia coli (strain K12)	83333	43046	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAI9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	309	Escherichia coli (strain K12)	83333	32417	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAJ1	1	1	0	0	0	0	0	0	0	1	reviewed	205	Escherichia coli (strain K12)	83333	22752	NA	NA	3 out of 5	Inferred from homology	SwissProt_not_IMEX
P0AAJ3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	294	Escherichia coli (strain K12)	83333	32239	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAJ5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	300	Escherichia coli (strain K12)	83333	33100	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAJ8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	328	Escherichia coli (strain K12)	83333	36003	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AAK1	1	1	uniprotkb	83333	1	1	0	0	1	1	reviewed	203	Escherichia coli (strain K12)	83333	21873	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AAK4	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	175	Escherichia coli (strain K12)	83333	19026	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AAK7	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	223	Escherichia coli (strain K12)	83333	24567	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AAL0	1	1	0	0	0	0	0	0	0	1	reviewed	164	Escherichia coli (strain K12)	83333	18047	NA	NA	3 out of 5	Inferred from homology	SwissProt_not_IMEX
P0AAL3	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	231	Escherichia coli (strain K12)	83333	24925	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AAL6	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	208	Escherichia coli (strain K12)	83333	22367	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P0AAL9	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	109	Escherichia coli (strain K12)	83333	11798	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P0AAM1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	235	Escherichia coli (strain K12)	83333	27597	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAM3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	90	Escherichia coli (strain K12)	83333	9732	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAM7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	82	Escherichia coli (strain K12)	83333	8808	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAN1	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	162	Escherichia coli (strain K12)	83333	17964	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAN3	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	290	Escherichia coli (strain K12)	83333	31565	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAN5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	63	Escherichia coli (strain K12)	83333	7281	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAN9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	86	Escherichia coli (strain K12)	83333	9937	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAP1	1	1	0	0	0	0	0	0	0	0	reviewed	371	Escherichia coli (strain K12)	83333	41537	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAP3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	91	Escherichia coli (strain K12)	83333	10318	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAP5	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	207	Escherichia coli (strain K12)	83333	23956	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AAP7	1	1	0	0	0	0	0	0	0	0	reviewed	102	Escherichia coli (strain K12)	83333	11424	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAQ0	1	1	0	0	0	0	0	0	0	1	reviewed	70	Escherichia coli (strain K12)	83333	8097	NA	NA	2 out of 5	Predicted	SwissProt_not_IMEX
P0AAQ2	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	115	Escherichia coli (strain K12)	83333	13364	NA	NA	2 out of 5	Predicted	SwissProt_and_IMEX
P0AAQ6	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	117	Escherichia coli (strain K12)	83333	13318	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P0AAR0	1	1	0	0	0	0	0	0	0	0	reviewed	124	Escherichia coli (strain K12)	83333	14557	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAR3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	159	Escherichia coli (strain K12)	83333	17093	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAR5	1	1	0	0	0	0	0	0	0	0	reviewed	125	Escherichia coli (strain K12)	83333	14770	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAR8	1	1	0	0	0	0	0	0	0	1	reviewed	123	Escherichia coli (strain K12)	83333	12704	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P0AAS0	1	1	0	0	0	0	0	0	0	0	reviewed	156	Escherichia coli (strain K12)	83333	18267	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAS3	1	1	0	0	0	0	0	0	0	0	reviewed	152	Escherichia coli (strain K12)	83333	16939	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAS5	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	271	Escherichia coli (strain K12)	83333	29597	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P0AAS7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	70	Escherichia coli (strain K12)	83333	7390	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAS9	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	65	Escherichia coli (strain K12)	83333	7467	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P0AAT2	1	1	0	0	0	0	0	0	0	1	reviewed	122	Escherichia coli (strain K12)	83333	14050	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P0AAT4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	415	Escherichia coli (strain K12)	83333	46603	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAT6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	105	Escherichia coli (strain K12)	83333	11582	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAT9	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	160	Escherichia coli (strain K12)	83333	18797	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P0AAU2	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	68	Escherichia coli (strain K12)	83333	8275	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P0AAU5	1	1	0	0	0	0	0	0	0	1	reviewed	108	Escherichia coli (strain K12)	83333	12557	NA	NA	2 out of 5	Predicted	SwissProt_not_IMEX
P0AAU7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	97	Escherichia coli (strain K12)	83333	11280	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAV0	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	97	Escherichia coli (strain K12)	83333	10932	NA	NA	2 out of 5	Predicted	SwissProt_and_IMEX
P0AAV4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	218	Escherichia coli (strain K12)	83333	23947	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAV6	1	1	0	0	0	0	0	0	0	1	reviewed	126	Escherichia coli (strain K12)	83333	12872	NA	NA	1 out of 5	Inferred from homology	SwissProt_not_IMEX
P0AAV8	1	1	0	0	0	0	0	0	0	1	reviewed	350	Escherichia coli (strain K12)	83333	37060	NA	NA	1 out of 5	Inferred from homology	SwissProt_not_IMEX
P0AAW1	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	253	Escherichia coli (strain K12)	83333	28790	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P0AAW5	1	1	0	0	0	0	0	0	0	0	reviewed	136	Escherichia coli (strain K12)	83333	15465	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P0AAW9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	49	Escherichia coli (strain K12)	83333	5300	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAX3	1	1	0	0	0	0	0	0	0	1	reviewed	86	Escherichia coli (strain K12)	83333	8568	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P0AAX6	1	1	0	0	0	0	0	0	0	1	reviewed	86	Escherichia coli (strain K12)	83333	8896	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
P0AAX8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	306	Escherichia coli (strain K12)	83333	33325	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P0AAY1	1	1	0	0	0	0	0	0	0	1	reviewed	127	Escherichia coli (strain K12)	83333	14536	NA	NA	2 out of 5	Predicted	SwissProt_not_IMEX
P0AAY4	1	1	0	0	0	0	0	0	0	1	reviewed	94	Escherichia coli (strain K12)	83333	9971	NA	NA	1 out of 5	Inferred from homology	SwissProt_not_IMEX
